,Hasil-Stemming,sentiment,sentiment_score
3269,Mahfud dares to embrace digitalization regulations from an infrastructure perspective to create optimism and inspiration,netral,0.0
3270,Mahfud is indeed a champion at discussing corruption investments using a cool serious style,postif,0.008333333333333331
3271,Ganjar Mahfud presses collaboration on business practices to build a healthy digital economic ecosystem,postif,0.2333333333333333
3272,Mahfud is enthusiastic about creating clean economic growth,postif,0.3888888888888889
3273,Mahfud's direction is to create a digital ecosystem to support creative innovation,postif,0.25
3274,need a leader ganjar mahfud focus on building the economy avoid the country's threat of grapes,netral,0.0
3275,Tajar Selamat Ganjar Mahfud brings a breath of fresh air to free internet,postif,0.35
3276,Mahfud fully supports Gangar's steps forward,netral,0.0
3277,Let's support Mahfud together to create a safe and profitable digital economic ecosystem,postif,0.2333333333333333
3278,Gangar lapak Gangar builds a strong foundation for the growth of MSMEs underscoring the role of realizing the Samarinda vision of a fan competitiveness economic center,postif,0.17777777777777778
3279,Mahfud's ganjar is to use a strong area of ​​national identity inspiration for sustainable cultural heritage,postif,0.26666666666666666
3280,Mahfud continues to promote innovation and protect the law of the digital economy,netral,0.0
3281,ganjar Mahfud duet of death against poor,negatif,-0.4
3282,The digital economy opens up opportunities according to people's plans,netral,0.0
3283,Basically Mas Ganjar is like a mentor to the Indonesian people,netral,0.0
3284,support ganjar mahfud need a leader on grapes,netral,0.0
3285,ganjar lead the golden heart support natn,postif,0.3
3286,a love duet of people who care about the prosperity of the super micro economy of Samarinda,postif,0.41666666666666663
3287,visual concept of banknotes icon image creative representation of a stable economy,postif,0.25
3288,ganjar the people bro,netral,0.0
3289,The presence of Mahfud's political ganjar is a breath of fresh air that responds to the problem of lending which often results in losses for the people,postif,0.15
3290,cool ganjar cool anti-poverty solution,postif,0.35
3291,Ganjar Mahfud's community love duet changes the paradigm of the MSME sector which strongly supports economic growth,postif,0.37777777777777777
3292,mas ganjar bring change sweet promise,postif,0.35
3293,ganjar Mul Noble's obsession with eradicating Indonesia's poverty,postif,0.6
3294,Mas promised to immediately execute the program,netral,0.0
3295,Sir ganjar poor families for their hard work,negatif,-0.3458333333333333
3296,the form of the legal aid body the wise step of the citizen belonging to equal access,postif,0.3
3297,Mas ganjar the sky star program,netral,0.0
3298,ganjaring leadership requires the people,netral,0.0
3299,hetero space Samarinda advanced startup business opportunities to create jobs,postif,0.4
3300,roadmap plan program,netral,0.0
3301,Ganjar Mahfud understands that public private sector collaboration is vital for the development of the digital economy,postif,0.025
3302,lunch program,netral,0.0
3303,support the Mahfud level community to understand the physical infrastructure of digital era regulations,netral,0.0
3304,Sir give me a solution,netral,0.0
3305,how brilliant Mahfud is the physical form of infrastructure the digital foundation of regulation,postif,0.3
3306,offer concrete solutions to economic growth targets empty promises,postif,0.08333333333333333
3307,cool ganjar the president for teaching really happy,postif,0.575
3308,lunch target program,netral,0.0
3309,Pimpin Ganjar Mahfud guarantees the protection of middle business sales,netral,0.0
3310,He is a figure who is leading a real solution to state corruption speaking of real evidence of action,postif,0.16666666666666666
3311,ganjar your field father for small talk,negatif,-0.25
3312,Hopefully the wise steps taken by Atikoh MD will trigger positive changes to protect people's constitutional rights,postif,0.4636363636363636
3313,ganjar simple leadership powerful program,postif,0.15
3314,Carefully disrupt the development of the digital economy hopefully Mahfud will bring a good solution,postif,0.19999999999999998
3315,Mahfud MD supports Mas Ganjar wholeheartedly,netral,0.0
3316,I hope Atikoh MD's ganjar efforts will be positively involved in supporting people's legal access,postif,0.22575757575757574
3317,the results of Mahfud's ganjar Pinjol's inspirational leadership,postif,0.5
3318,super micro program wise steps ganjar Mahfud wise design direct benefits for SMEs support the community love duet agenda,postif,0.4666666666666666
3319,Mahfud MD is one against Indonesian corruption,netral,0.0
3320,access to legal aid city district smart steps near fair society thank you Ganjar Atikoh MD,postif,0.30357142857142855
3321,Hope program,netral,0.0
3322,economic growth strong purchasing power of the Indonesian people,postif,0.31666666666666665
3323,senting village accommodation brings sweet memories thank you for the warm welcome of the residents may senting village prosper,postif,0.5833333333333334
3324,Mahfud presidential candidate is serious about creating jobs at a prosperous level in society,negatif,-0.3333333333333333
3325,support word limits active involvement support implementation of steps,negatif,-0.13333333333333333
3326,Mas Ganjar helps Nadd's solution program,netral,0.0
3327,Mahfud teaches that infrastructure is the building material for a solid legal basis,postif,0.1
3328,fully support the ganjar of Atikoh MD Indonesian citizens protect the law properly,netral,0.0
3329,Hopefully Mahfud's results will bring positive change to the digital economic world,postif,0.14242424242424243
3330,Mas ganjar's leader looks different and unique,postif,0.1875
3331,haru ganjar,netral,0.0
3332,ganjar the fishing bait hope it's great,postif,0.8
3333,Congratulations Mahfud for your fight to create a fair inclusive digital economy,postif,0.35
3334,Mahfud MD anti-corruption brilliant economy Mahfud's steps,postif,0.9
3335,Ganjar Mahfud is a smart solution for free internet education,postif,0.30714285714285716
3336,Mahfud MD Mas Gangar Harmon's loyal partner,postif,0.3333333333333333
3337,garbage man's job,netral,0.0
3338,Ganjar really understands that the people need a real program of promise,postif,0.2
3339,Mahfud ganjars the existence of Indonesia,netral,0.0
3340,Mas Ganjar brings hope for a superior program,postif,0.7
3341,appreciation of Ganjar Atikoh MD Think Fair Indonesia,postif,0.7
3342,digital economy trends challenge trust mahfud face sage rahman,netral,0.0
3343,poor families don't need fish to work,negatif,-0.4
3344,Mas ganjar the boss of the people's hearts please,netral,0.0
3345,Mahfud is really great really passionate about debate saying hey corruptors I hit you that's great,postif,0.5166666666666667
3346,the program needs a program bro,netral,0.0
3347,Ganjar Mahfud Ajar thank you for free internet,postif,0.4
3348,Ganjar Mahfud has a real plan to grow the economy and pursue our dreams together,postif,0.2
3349,Mahfud MD let's come together with clean evidence of corruption the key to economic results let's support him,postif,0.18888888888888888
3350,Progressive steps to create opportunities for people who need legal assistance thank you for your dedication Atikoh MD Ganjar,postif,0.2
3351,steps on the path of passion to create a fair society,postif,0.7
3352,support Mahfud support the digital economy and regulate it fairly,postif,0.35
3353,hetero space digital space Indonesian MSME stage the light of the world's eyes,postif,0.2
3354,Pesak Odheng creates the impression that Mahfud is leading and cares about showing the substance of the values ​​of Sib's representatives,netral,0.0
3355,Joss is real proof of the promise of sat set and you can go straight to school free of charge,postif,0.26666666666666666
3356,appreciation of Ganjar Atikoh MD brings positive change to Beyotch's concrete efforts,postif,0.18863636363636366
3357,ganjar the fish with a net,netral,0.0
3358,ganjar Mahfud the ultimate tandem in moving the wheels of the digital economy forward,netral,0.0
3359,Ganjar Mahfud plans strategic steps to support the advancement of the digital economy,netral,0.0
3360,support Mahfud's steps to encourage collaboration on digital economic practices,postif,0.1
3361,Mahfud MD figures to encourage economic growth,postif,0.2
3362,goes but Samarinda is on a path full of hope to change Samarinda's economic center of competitiveness,postif,0.15000000000000002
3363,Ganjar Mahfud makes the dream of free internet teaching a reality,postif,0.4
3364,Job opportunities are spread bro you will be ganjared with smiles,netral,0.0
3365,Ganjar Pranowo's social spirit love of friendship Ganjar's social guidelines the great person Mahfud,postif,0.3416666666666667
3366,Ganjar Pranowo Mahfud MD Install Please bring light to the world lead Pinjol Mahfud's hand,postif,0.4
3367,Hopefully there will be a moment of closer ties between residents,netral,0.0
3368,Form a city district legal aid agency to step forward to build a responsive legal system. Thank you Ganjar Atikoh MD,postif,0.2
3369,ganjar the people with the same brightness,netral,0.0
3370,Form a legal aid agency concrete steps to protect people's constitutional rights thank you Ganjar Atikoh MD,postif,0.17500000000000002
3371,success in ganjaring Atikoh MD hopefully the efforts to form a legal aid agency will encourage positive changes to the legal system,postif,0.2318181818181818
3372,Ganjar Mahfud Tajar enjoys real free internet,postif,0.6000000000000001
3373,teach happiness to ganjar the idol Mahfud,postif,0.7
3374,It's clear that it's really nice to see that Mahfud is concerned about the digital economy proof that it is sensitive to the needs of the times,postif,0.19999999999999998
3375,Mahfud revealed the results of his fast lending hand hopefully he will solve complex problems,negatif,-0.04999999999999999
3376,the hetero space program makes ganjar mahfud a container for umkm indonesia to compete in the global market,netral,0.0
3377,Ganjar Salah's stall is a real manifestation of Ganjar Mahfud's commitment to provide significant growth and development for SMEs,postif,0.2875
3378,ganjar understands lunch the true goal of life,postif,0.35
3379,Mas Ganjar Indonesia,netral,0.0
3380,ganjar Mahfud for the integrity of his vision to lead the nation's digital transformation,netral,0.0
3381,Ganjar Mahfud wow free internet voucher CFD spirit of teaching,postif,0.25
3382,Mahfud MD created a country with a strong clean economic corruption space to eradicate corruption,postif,0.3333333333333333
3383,The figure of Mahfud's positive energy encourages Indonesia's investment spirit to be free from corruption,postif,0.31363636363636366
3384,mas pay poor families the top priority,postif,0.04999999999999999
3385,successful plan to form a city district legal aid agency thank you Ganjar Atikoh MD Hard Justice,postif,0.21944444444444441
3386,Pinjol said that Mahfud was truly blessed to protect the community from the negative impacts of the digital economy,negatif,-0.15
3387,Mahfud chooses digital economic disruption let's support his ideas,postif,0.1
3388,Ganjar Mahfud understands that innovation stimulates economic growth,postif,0.2
3389,Mahfud has become more economically sound,postif,0.45
3390,Tarik Mahfud discusses the physical infrastructure of digitalization regulations from a holistic perspective,netral,0.0
3391,The results of Mahfud Pinjol's ganjar are a positive example of the area,postif,0.22727272727272727
3392,Mahfud's upholding of the law creates a strong foundation for further growth of the digital economy,postif,0.14444444444444443
3393,Mas ganjars creative programs like reality shows,postif,0.5
3394,Mas ganjar me,netral,0.0
3395,Duet Ganjar Mahfud is proof that they care about developing UMKM innovative hetero space kit programs,postif,0.5
3396,Mahfud mas ganjars the people's struggle for prosperity,netral,0.0
3397,Samarinda is a positive transformation point for the regional MSME sector,postif,0.22727272727272727
3398,Mahfud's promise to ganjar the creation of clean transparent orders will eliminate corrupt practices that cause harm to the people,negatif,-0.06666666666666665
3399,ganjar mahfud indonesia is a friendly country with an advanced road environment,postif,0.3875
3400,Let's support young people to ganjar Mahfud with more job opportunities,postif,0.3
3401,goes but Samarinda Ganjar Mahfud presses collaboration to encourage SMEs to achieve further economic growth,postif,0.1
3402,goes but Samarinda is an example of Mahfud's ganjar for bringing positive change to focus on building regional economies,postif,0.22727272727272727
3403,Mahfud Pesak Odheng is optimistic that Indonesia belongs to honest and prosperous leaders,postif,0.6
3404,ganjar obsession inspiration,netral,0.0
3405,Teach happiness Ganjar Mahfud brings free internet,postif,0.55
3406,Mahfud MD supports the ganjar for intelligent Indonesia,postif,0.8
3407,Fully support Ganjar Atikoh MD's commitment to fair access to the rights of enjoyment,postif,0.7
3408,I'm proud that a vice presidential candidate like Mahfud doesn't talk about solid infrastructure technology,postif,0.4
3409,Indonesian solution program,netral,0.0
3410,bro the ganjar for hard work is success,postif,0.004166666666666652
3411,Mahfud's vision of managing the digital economy please change it positively mettt,postif,0.11363636363636363
3412,bro the target program solution is really cool merch,postif,0.35
3413,the form of the legal aid body is a commitment to keep Indonesia fair success is ganjared atikoh md,postif,0.39999999999999997
3414,Ganjar Mahfud creates a bus building model for active collaboration between the private and public sectors if,negatif,-0.044444444444444446
3415,growing economy creates a conducive environment for investment business,netral,0.0
3416,Ganjar Mahfud is proof of commitment to the level of domestic digital industry,netral,0.0
3417,ide mahfud infrastructural wide picture street plan cool technology,postif,0.12499999999999999
3418,Mahfud's courage to reveal the pinjol is proof of the ganjar for leading the courage to face it,netral,0.0
3419,Mahfud's vision is the result of a strong push to grow the country's digital industry,postif,0.21666666666666665
3420,concrete solution program for poverty,postif,0.15000000000000002
3421,Mr Gangar was having fun having lunch,postif,0.3
3422,Ganjar Mahfud underlined the limits for SMEs to choose economic investment to build society,postif,0.2
3423,form a city district legal aid agency to take concrete steps to care for the people's rights,postif,0.17500000000000002
3424,regional legal aid agency builds a fair tough and even foundation,postif,0.17037037037037037
3425,Sir ganjar the people who come forward,netral,0.0
3426,pesak odheng clothing symbol of integrity dedication Mahfud MD national importance Jani,netral,0.0
3427,form a local level legal aid agency as a strategic step to address disparities in fair access in Indonesia,postif,0.3
3428,form a legal aid agency for city districts strategic steps to open the door to fair access for the people thank you Ganjar Atikoh MD,postif,0.3
3429,Samarinda super micro program hopes that SMEs will achieve success,postif,0.31666666666666665
3430,sinar initiative hope it is difficult to access justice please help the law touch the layers of the community,negatif,-0.5
3431,Ganjar Mahfud free internet program please,postif,0.4
3432,Mahfud MD Smart solutions to economic challenges,postif,0.20714285714285713
3433,program targeting prosperous Indonesian families,netral,0.0
3434,ganjar Mahfud for the positive impact of wisely supporting the digital ecosystem,postif,0.1590909090909091
3435,Mahfud MD is the voice of promises of corruptors ready to face Mahfud tirelessly,postif,0.2
3436,Mas punishes the figure of a poor tireless fighter,negatif,-0.4
3437,Mahfud MD leads the vision let's fight corruption together to form the foundation of a strong economy,postif,0.4333333333333333
3438,ganjar the family of generations of Indonesia,netral,0.0
3439,Mahfud is really inspiring to see the regulatory road infrastructure of the digital world,postif,0.25
3440,open the fair door of Indonesia a wise move ganjar atikoh md body shape help the law help create a just society eyyy,postif,0.4666666666666666
3441,Mahfud manifests a corruption-free Indonesia growing economy as a result of hard work determination,negatif,-0.2916666666666667
3442,smart investment lunch program,postif,0.21428571428571427
3443,ganjar for selling fish and teaching fishing,netral,0.0
3444,ganjar Indonesia's plans,netral,0.0
3445,Hey corruptors I've hit the words of Mahfud's commitment to clean the homeland which is sick with corruption,negatif,-0.1738095238095238
3446,May Mahfud be a catalyst for positive change in the digital economy,postif,0.11363636363636363
3447,Mahfud understands the complexity of building digitalization regulatory infrastructure to make wise choices,postif,0.7
3448,Seriously Mahfud already knows the legal experts let's hope together we can clean up the roots of corruption,postif,0.07777777777777779
3449,support creative initiatives to significantly change the Indonesian legal system,postif,0.35833333333333334
3450,may further steps further benefit the Alyafi community,netral,0.0
3451,hetero space ganjars Mahfud to open up opportunities for successful startups to create further employment opportunities,postif,0.25
3452,the initiative of the watchful eye in social justice is successful in the form of a legal aid body of the regency and city,postif,0.3277777777777778
3453,poor mas ganjar evidence,negatif,-0.4
3454,Mas ganjars key program results,netral,0.0
3455,Ganjar Mahfud's Ganjar Hetero Space initiative has become a pioneer in supporting the growth of Indonesian MSMEs,postif,0.25
3456,Teach thank you Ganjar Mahfud teach comfortably,postif,0.4
3457,Mahfud Pesak Odeng invites us to knit together religion and culture to achieve the progress of the nation,netral,0.0
3458,Ganjar Mahfud free internet program to teach smart,postif,0.30714285714285716
3459,Listen to Mahfud talk about understanding the concrete infrastructure of digital era regulations,postif,0.07500000000000001
3460,ganjar Mahfud incentives for selling digital innovation businesses,netral,0.0
3461,Ganjar Mahfud is an example of leading commitment to the reality of society,netral,0.0
3462,let's build a brighter generation together ganjar Mahfud,netral,0.0
3463,Get ready for the corruptors to take the lead,postif,0.2
3464,goes but Samarinda reflects Mahfud's commitment to hack the path to an inclusive economy continues,netral,0.0
3465,Mahfud Pesak Odheng belongs to a great leader who acts with the heart,postif,0.8
3466,ganjar poor plans to expel Indonesia,negatif,-0.4
3467,job opportunities are a million dreams,netral,0.0
3468,Hopefully Atikoh MD's efforts to form a legal aid agency will have a positive and fair impact on Indonesian human rights,postif,0.2818181818181818
3469,May the steps be a milestone in Indonesia's level of fair access. Thank you Ganjar Atikoh MD,postif,0.7
3470,Mahfud brings optimism to eradicate corruption enthusiasm for the country's investment sector,netral,0.0
3471,Mahfud Muad about the digital economy believes that change is positive,postif,0.11363636363636363
3472,ganjar understanding wake up,netral,0.0
3473,ganjar Mahfud for a prosperous place for the people the main priority of the development agenda,postif,0.16666666666666666
3474,ganjar lead teach support,netral,0.0
3475,Mahfud Ganjar Indonesia is a bright light,postif,0.55
3476,Ganjar Mahfud Super Micro creates financial solutions to support the further growth of Indonesian MSMEs,postif,0.1111111111111111
3477,million real quiz jobs,postif,0.2
3478,Hetero Space ganjared Mahfud for his start up business to achieve success in creating job opportunities,postif,0.3
3479,Cool Mahfud takes a broad look at the infrastructure from building materials to setting up digital buses,postif,0.13749999999999998
3480,Mahfud's appreciation has seen the physical infrastructure of digitalization regulations,netral,0.0
3481,Ganjar Mahfud's super micro program is proof of a community love duet empty slogans concrete commitments to achieve prosperity at the level of society,postif,0.22083333333333333
3482,Creative programs only help fauzan students,postif,0.25
3483,Thank you Atikoh MD important priority for the people fair access hopefully a milestone,postif,0.55
3484,Atikoh MD's spirit of legal reform is a positive push for creating an inclusive legal system,postif,0.20909090909090908
3485,Ganjar Mahfud is a magical presence in the economy of the homeland of love,postif,0.5
3486,mas ganjar leader the people need,netral,0.0
3487,Mahfud's digital economy is the basis for the growth of the Indonesian economy,netral,0.0
3488,Serious joke targeting program guys,negatif,-0.3333333333333333
3489,Mahfud MD thank you the place to eradicate corruption is the main priority for advancing Indonesia,postif,0.16666666666666666
3490,Mahfud's ganjar for creating a workplace that needs young Indonesians,postif,0.1
3491,ganjar pimpin understands fish and teaches fishing,netral,0.0
3492,ganjar Mahfud Synergy to bring positive change into a storm,postif,0.22727272727272727
3493,program for the people to smile wide mas tob,postif,0.09999999999999999
3494,The super micro program has a golden opportunity to sell for SMEs thanks to Ganjar Mahfud's attention,postif,0.27777777777777773
3495,The ganjar was indeed when the presidential candidate was matched by Mahfud and hit by a corruptor,netral,0.0
3496,Mas Ganjar is indeed a hero with a mark of service,netral,0.0
3497,Samarinda is a concrete manifestation of Ganjar Mahfud's vision of pushing forward MSMEs in remote areas,postif,0.02500000000000001
3498,Ganjar Mahfud views the digital industry as a path to prosperity for the people,netral,0.0
3499,ganjar for having the courage to clean up and help Mahfud hit the corrupt,negatif,-0.06666666666666665
3500,The shape of the body helps the real law to insist on fairness in Indonesia,postif,0.2
3501,ganjar doesn't talk about acts of inspiration,netral,0.0
3502,side dishes target program,netral,0.0
3503,ganjar mahfud is really cool promises to grow the young economy job opportunities,postif,0.22499999999999998
3504,ganjar fish and teach strategic fishing,netral,0.0
3505,The leader cares about Mr. Ganjar,netral,0.0
3506,social assistance ganjar plus key education,postif,0.016666666666666666
3507,the people's real sweet promise program,postif,0.5249999999999999
3508,program from zhmy lunch,netral,0.0
3509,bright ganjar program,postif,0.7000000000000001
3510,light meal target program,postif,0.4
3511,Mahfud is really cool I don't think the only way is the regulation of complete infrastructure technology,postif,0.15
3512,Mahfud's retribution is steady against corruption and the roots of not playing around,postif,0.16666666666666666
3513,program plan roadmap results,netral,0.0
3514,appreciation of efforts to create a legal system by important citizens,postif,0.30000000000000004
3515,Reliable program ganjars a bright road already,postif,0.7000000000000001
3516,Mas ganjar is proof of the results of a sincere heart,postif,0.5
3517,ganjar Mahfud hopefully your hard work will bring positive changes to advance Indonesia's digital economy,negatif,-0.021464646464646474
3518,ganjar Mahfud's commitment to creating social justice and economic growth,postif,0.11666666666666667
3519,lifestyle program program,netral,0.0
3520,Lapak Gangar Center for MSME Business Creativity creates an ecosystem that supports growth,negatif,-0.1
3521,Ganjar Mahfud thinks he hopes the farmer will sell his business,netral,0.0
3522,Ganjar Mahfud leads the vision to face the global challenges of the digital era,netral,0.0
3523,Mahfud MD pesak odhengnya inspiration to lead alone the glittering world of politics,netral,0.0
3524,piting embraces cpns age monday tka china sinks usmb great mahfud,postif,0.35000000000000003
3525,Sophisticated solution ganjar program is no joke,postif,0.5
3526,Ganjar Mahfud is a great duo with a track record of developing SMEs innovation Ganjar Sofiyan's lapak,postif,0.8
3527,reliable program ganjars solutions,netral,0.0
3528,hope real numbers program,postif,0.2
3529,Mahfud's steps bring positive change to the challenges of the dynamic development of the digital economy,postif,0.07575757575757576
3530,appropriate efforts examples of regional solutions fair quality local level,postif,0.39999999999999997
3531,Ganjar Mahfud initiated a program to train the level of digital literacy among the community,netral,0.0
3532,Mas ganjar the tired people for supporting the steps,negatif,-0.07500000000000001
3533,the form of a legal aid body a real effort to regain the community's trust in the legal system,postif,0.20000000000000004
3534,Mahfud MD fights anti-corruption persistently let's support the movement to defeat corruption to achieve continued economic growth,postif,0.2
3535,ganjar Mahfud duo to bring positive change,postif,0.22727272727272727
3536,Mahfud's ganjar is a really strong portion of domestic product digital economic activity,postif,0.15833333333333333
3537,ganjar Mahfud to lead caring teaching,netral,0.0
3538,Ganjar Mahfud creates positive momentum for local MSMEs by collaborating with e-commerce market facilities,postif,0.11363636363636363
3539,Mahfud MD is an inspiration to change Indonesia to be clean and free from corrupt practices and losses,postif,0.0888888888888889
3540,ganjar for caring about limits,netral,0.0
3541,Feeling optimistic see Mahfud think the road infrastructure is smooth and has advanced technology,postif,0.4
3542,hetero space superior program juang ganjar mahfud bridges SMEs to global competitiveness capacity levels,postif,0.35
3543,mas ganjar obsession get rid of poverty it's really cool,postif,0.35
3544,Mahfud opens the door to close collaboration to achieve digital economic goals,postif,0.1
3545,Choose Mahfud to appear Pesak Odheng strong evidence of leading a luxurious position of integrity dedication,postif,0.4333333333333333
3546,Ganjar Mahfud teaches the meaning of private sector collaboration in facing the digital revolution Ardyanto,netral,0.0
3547,Hetero Space program builds a bridge for Indonesian MSMEs on a broad international stage,postif,0.03125
3548,open work rain grace mas ganjar cause,netral,0.0
3549,Mahfud's vision is to build fair play and economic regulations,postif,0.44999999999999996
3550,ganjar only nonsense solutions,netral,0.0
3551,Ganjar Mahfud is the face of the political stage for the vision of an independent digital economy,netral,0.0
3552,Pesak Odheng Mahfud is a manifestation of the principles of leadership a mirror of values,netral,0.0
3553,Mahfud's enthusiasm for cleaning up investment corruption is bright,postif,0.7000000000000001
3554,Ganjar has given a free internet voucher to the President's commitment,postif,0.4
3555,lead the authority to ganjar Mahfud bro step down wir corruptors,negatif,-0.15555555555555559
3556,The super micro program is proof that Mahfud's attention to care ganjars UMKM's behavior to positively encourage the economic sector,postif,0.2535353535353535
3557,Ganjar Mahfud's commitment to support the development of MSMEs is a reflection of heterospace initiatives to help business operations at a global competitive level,netral,0.0
3558,Ganjar Mahfud considers the solution to poor villages,negatif,-0.4
3559,Mahfud hopes to take an investment stance against corruption,netral,0.0
3560,Mahfud is at the forefront of a strong digital economy that benefits society,postif,0.21666666666666665
3561,the initiative is a fair proof of the dream is just a real goal achieve the effort thank you atikoh md ganjar,postif,0.44999999999999996
3562,Poor people believe that ganjars bring real change,negatif,-0.1
3563,Ganjar Mahfud inspires the younger generation to be actively involved in the digital industry,negatif,-0.044444444444444446
3564,Ganjar Mahfud opens up opportunities for the younger generation to be actively involved in the digital economy Nopriansyah,negatif,-0.044444444444444446
3565,poor families are desperate mas ganjar for,negatif,-0.5
3566,thank you for the change program,netral,0.0
3567,The spirit of ganjar Atikoh MD is an effort to guarantee the broadest law for the people an initiative to build a solid just foundation,netral,0.0
3568,mas ganjar poor people hope for,negatif,-0.4
3569,thank you atikoh md steps to prove fair rights of citizens,postif,0.7
3570,vice presidential candidate chooses Mahfud to step down wir fighting corruption,negatif,-0.15555555555555559
3571,Lead Ganjar Mahfud it is certain that the law of the business world creates a stable environment,postif,0.21428571428571427
3572,delicious lunch delicious ganjar program,postif,1.0
3573,Ganjar Mahfud Hetero Space MSME access to the net of opportunities is difficult to achieve,negatif,-0.25
3574,program targeting Indonesia Daya,netral,0.0
3575,Hetero Space ganjars Mahfud for creating an atmosphere that supports young businesses developing business ideas,postif,0.1
3576,Ganjar Mahfud's main thrust is to create a digital ecosystem with a social justice orientation JJK,postif,0.06666666666666667
3577,Ganjar Mahfud positively encourages local businesses motivates innovation and develops the digital world,postif,0.07575757575757576
3578,congratulations Ganjar Mahfud Pinjol's efforts to protect consumers,netral,0.0
3579,super micro program real incentives effective steps to ganjar Mahfud's power for UMKM,postif,0.37777777777777777
3580,Mahfud is really smart not to manage the way of technology driven regulation,postif,0.21428571428571427
3581,ganjar obsession to lose people's poor happy smiles,postif,0.2
3582,ganjar the people for a luxurious table lunch,netral,0.0
3583,Ganjar Mahfud is sure to be bright and prosperous,postif,0.6000000000000001
3584,cider opportunity dining program,netral,0.0
3585,the poor family is proud to be a true leader,postif,0.25
3586,investment lunch program,netral,0.0
3587,ganjar poor families for inspiration,negatif,-0.4
3588,the target program is really empty slogans,negatif,-0.1
3589,Mas ganjar the obsession of eradicating the poverty of people's love,postif,0.5
3590,Come on support Mahfud's resignation wir hit the evil corruption kutik,negatif,-1.0
3591,super micro initiative to ganjar positive encouragement for SMEs to develop rapidly,postif,0.2803030303030303
3592,ganjar Mahfud ganjar Mahfud against corruption compromise,netral,0.0
3593,Mahfud MD commitment to form Indonesia,netral,0.0
3594,Mahfud is happy to see that Indonesia's infrastructure is focused on efficient regulation in adapting to the digital revolution,postif,0.4
3595,ganjar Indonesia's obsession with pukau,netral,0.0
3596,Mahfud dares to whip the corruptors let's grow the Indonesian economy to a high peak,postif,0.16
3597,ganjaring the people requires leading the spirit,netral,0.0
3598,Come on don't hesitate to support Mas Ganjar Cahaya,netral,0.0
3599,ganjar Mahfud's strong commitment to support students,postif,0.4333333333333333
3600,mahfud md pesak odheng thinks he leads by listening to the voice of the people,netral,0.0
3601,ganjar Mahfud with his steady natural youthful energy,postif,0.13333333333333333
3602,Ganjar Mahfud Hetero Space motivates SMEs to achieve regional success,postif,0.3
3603,Mahfud is a true leader with charismatic hard work,postif,0.18611111111111112
3604,Mahfud's progressive regulations are a catalyst for economic growth,postif,0.2
3605,Mahfoud Md Miss Ganger,netral,0.0
3606,ganjar poor families need fish nets,negatif,-0.4
3607,optimistic Indonesian youth ganjar Mahfud's vision of economic growth,postif,0.2
3608,opportunity dining program,netral,0.0
3609,Mr. Ganjar does not promise real evidence,postif,0.2
3610,Thank you Ganjar Atikoh MD understands that fair access is hard for legal aid bodies to exist,postif,0.20277777777777775
3611,Mahfud needs to lead an understanding of physical infrastructure and technological regulations,netral,0.0
3612,Mahfud MD a hero for fighting corruption thank you for being a brave front guard,postif,0.8
3613,Bright program Ganjar Ardi,postif,0.7000000000000001
3614,Mahfud MD the vice presidential candidate passionately believes that eradicating corruption will open the door to significant economic growth Jenoyalss,postif,0.13125
3615,ganjar lead the face of the heart,netral,0.0
3616,ganjar your heart with work interest,netral,0.0
3617,ganjar mahfud use the region to be a proud symbol of the representation of indonesian religion should be taken care of,postif,0.8
3618,Ganjar Mahfud duet creates positive wise synergy commands community creativity develops SMEs,postif,0.4636363636363636
3619,Mahfud MD Creates Indonesia Clean Corruption Mahfud's Corruptors Block Ethical Steps,postif,0.2833333333333333
3620,ganjar Mahfud the people hope,netral,0.0
3621,Mahfud's solid regulatory infrastructure opens the door to further investment,netral,0.0
3622,Ganjar Mahfud leads the creation of a competitive environment for local startups,netral,0.0
3623,ganjar fish and teach fishing,netral,0.0
3624,ganjar Mahfud for concrete action on political promises to respond to digital economic problems,postif,0.09
3625,The main thing is that Mahfud's vice presidential candidate for Indonesia's economy is disrupting corruption,postif,0.16666666666666666
3626,Ganjar Mahfud promises free internet to teach correctly and Vert,postif,0.4
3627,Ganjar Mahfud Super Indonesian Duo,postif,0.3333333333333333
3628,growing economy less poverty level kyujulge country,negatif,-0.16666666666666666
3629,goes but Samarinda takes concrete steps to ganjar Mahfud to bring positive change to Samarinda's umkm,postif,0.18863636363636366
3630,Fully support the steps to punish Atikoh MD's constitutional rights of the people and truly guarantee legal aid agencies,postif,0.2
3631,Samarinda took concrete steps to encourage Mahfud to advance the regions fully and develop them,postif,0.15000000000000002
3632,The Indonesian people rose to fight to defend a truly developed country for their children and grandchildren,postif,0.35
3633,Ganjar Mahfud is an ideal combination of being smart and caring about the fate of the people responding to the negative impacts of pinjol,postif,0.2714285714285714
3634,ganjar the obsession to eradicate Indonesia's poor spirit,negatif,-0.4
3635,Mahfud spokesperson for the law of one cool ganjar,postif,0.35
3636,ganjar Mahfud for fighting for digital economic transformation as a means of creating wide employment opportunities,postif,0.03333333333333333
3637,Hetero Space is a platform for finding out about the behavior of SMEs,netral,0.0
3638,I think Mahfud looks at infrastructure on the other side as the building blocks for digitalization regulations,negatif,-0.125
3639,Ganjar Mahfud chooses to be smart and teaches free internet access,postif,0.30714285714285716
3640,Mas ganjars a poor family a true friend,negatif,-0.025000000000000022
